"","lib1_tag_ACACAC","lib1_tag_ACAGCA","lib1_tag_ACATGT","lib1_tag_ACGACG","lib1_tag_ACTAGC","lib1_tag_ACTCTG","lib1_tag_ACTGAT","lib1_tag_ATATCG","lib1_tag_ATCAGT","lib1_tag_ATGATA","lib1_tag_CACGAT","lib1_tag_CGACGC","lib1_tag_CTCGCA","lib1_tag_CTGCGT","lib1_tag_GATGAC","lib1_tag_GCAGTG","lib1_tag_GCGAGT","lib1_tag_GCGCTC","lib1_tag_GCGTAG","lib1_tag_GTCTCT","lib1_tag_TACGTG","lib1_tag_TCGCAT","lib1_tag_TCGTCA","lib1_tag_TCTGCG","lib1_tag_TGTATG","lib2_tag_ACACAC","lib2_tag_ACAGCA","lib2_tag_ACATGT","lib2_tag_ACGACG","lib2_tag_ACTAGC","lib2_tag_ACTCTG","lib2_tag_ACTGAT","lib2_tag_ATATCG","lib2_tag_ATCAGT","lib2_tag_ATGATA","lib2_tag_CACGAT","lib2_tag_CGACGC","lib2_tag_CTCGCA","lib2_tag_CTGCGT","lib2_tag_GATGAC","lib2_tag_GCAGTG","lib2_tag_GCGAGT","lib2_tag_GCGCTC","lib2_tag_GCGTAG","lib2_tag_GTCTCT","lib2_tag_TACGTG","lib2_tag_TCGCAT","lib2_tag_TCGTCA","lib2_tag_TCTGCG","lib2_tag_TGTATG","lib3_tag_ACACAC","lib3_tag_ACAGCA","lib3_tag_ACATGT","lib3_tag_ACGACG","lib3_tag_ACTAGC","lib3_tag_ACTCTG","lib3_tag_ACTGAT","lib3_tag_ATATCG","lib3_tag_ATCAGT","lib3_tag_ATGATA","lib3_tag_CACGAT","lib3_tag_CGACGC","lib3_tag_CTCGCA","lib3_tag_CTGCGT","lib3_tag_GATGAC","lib3_tag_GCAGTG","lib3_tag_GCGAGT","lib3_tag_GCGCTC","lib3_tag_GCGTAG","lib3_tag_GTCTCT","lib3_tag_TACGTG","lib3_tag_TCGCAT","lib3_tag_TCGTCA","lib3_tag_TCTGCG","lib3_tag_TGTATG"
"DUP_912",0,1,5,0,1,7,3,5,6,0,14,5,8,6,2,9,4,1,3,2,0,11,3,0,4,1,1,6,0,1,4,1,7,3,0,11,1,3,2,1,6,2,5,6,1,0,11,7,0,1,1,2,4,0,0,6,2,7,3,0,10,4,4,6,1,5,1,6,5,4,0,11,3,0,3
"DUP_915",1,2,5,20,7,0,0,8,11,0,2,6,1,1,2,1,10,0,2,0,0,0,0,0,2,0,8,6,21,22,0,0,10,8,0,3,3,3,4,2,0,13,0,0,0,0,0,0,0,0,0,6,9,28,16,0,0,15,12,0,0,6,1,6,2,1,8,0,1,0,0,0,0,0,2
"DUP_918",0,0,1,0,0,5,12,0,0,0,0,0,0,0,0,2,0,0,0,21,0,4,15,0,12,0,0,11,0,0,4,16,0,2,0,0,0,0,0,1,2,0,0,0,17,0,8,22,0,14,0,0,8,0,0,5,18,0,0,0,0,0,1,0,0,1,0,0,0,24,0,6,9,0,27
"DUP_920",3,6,3,0,0,0,14,7,0,0,0,7,15,0,4,16,0,1,13,4,0,0,0,0,7,4,7,1,0,0,0,9,4,0,1,0,17,4,0,8,10,0,5,11,2,0,0,1,0,5,8,2,1,0,0,0,19,8,0,0,0,8,10,0,8,14,0,4,16,0,0,0,4,0,3
"DUP_926",1,4,0,0,0,0,9,6,0,1,0,13,10,0,6,20,0,3,10,1,0,0,1,0,2,3,11,2,0,0,0,9,5,0,0,0,14,10,0,8,16,0,12,15,3,0,0,1,0,4,5,8,1,0,0,0,12,6,0,2,0,8,13,0,9,13,0,11,16,2,1,0,1,0,5
"DUP_931",0,0,3,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,19,0,14,10,0,5,0,0,3,0,0,5,13,0,0,0,0,1,0,0,0,0,0,0,0,17,0,20,23,0,17,0,0,4,0,0,8,9,0,1,0,0,0,0,0,0,1,0,0,0,19,0,16,21,0,17
"DUP_936",0,0,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,35,0,4,0,0,1,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,36,0,3,42,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,46,0,3
"DUP_937",12,0,3,0,0,1,0,6,0,0,10,1,8,7,11,5,1,2,0,0,0,0,0,0,1,12,0,1,1,1,0,0,15,0,0,16,7,11,12,24,3,3,4,1,0,0,0,0,0,2,12,0,2,0,2,1,0,9,0,0,9,4,4,8,18,4,2,2,1,0,0,0,0,0,1
"DUP_941",5,7,3,0,0,0,8,3,0,0,0,3,7,0,3,23,0,14,16,4,0,0,1,0,5,2,2,2,0,0,0,13,5,0,0,0,2,7,0,4,10,0,17,21,1,0,0,0,0,1,6,5,2,0,0,0,8,7,0,2,0,14,11,0,4,18,0,12,23,1,0,0,1,0,2
"DUP_942",6,5,1,0,0,0,5,4,0,0,0,8,5,0,9,22,0,3,27,4,2,0,1,0,1,1,4,2,0,0,0,9,6,0,0,0,15,7,0,13,26,0,7,16,2,1,0,0,0,4,1,9,0,0,0,0,10,3,0,0,0,9,15,0,13,32,0,3,29,4,1,0,1,0,5
"DUP_949",1,1,2,0,2,6,6,7,3,0,9,3,1,6,16,7,0,2,2,3,0,8,2,0,1,0,4,3,0,1,6,4,2,5,0,12,2,2,0,17,3,2,3,5,0,0,8,3,0,4,0,1,2,0,0,1,3,5,5,0,10,1,5,2,17,4,1,3,5,0,0,10,4,0,2
"DUP_950",0,4,1,0,1,5,0,7,10,0,8,1,2,4,1,4,0,5,4,1,0,5,5,0,4,0,3,2,0,0,6,1,4,5,0,9,5,2,3,3,8,1,7,9,3,0,11,0,0,3,1,5,2,0,0,9,1,4,2,0,12,4,5,4,2,4,1,4,9,5,0,16,6,0,1
"DUP_963",0,2,6,8,11,0,0,7,9,0,2,22,1,4,2,0,7,0,0,0,0,0,0,0,1,2,1,6,6,12,0,0,8,13,0,2,23,1,4,3,0,10,1,0,0,0,0,0,0,0,0,5,4,17,11,0,0,10,9,0,3,27,1,2,1,0,7,0,0,0,0,0,0,0,1
"DUP_970",2,22,5,0,0,0,14,12,0,0,4,28,7,0,9,21,8,3,22,2,1,0,0,0,1,1,19,7,0,0,0,21,20,0,0,4,32,6,0,7,21,5,4,18,0,0,0,2,0,5,8,15,8,0,0,0,11,23,0,2,4,16,11,0,9,18,13,6,18,0,0,0,0,0,1
"DUP_971",1,1,4,0,0,6,3,4,4,0,12,1,4,3,1,5,1,1,4,4,0,7,2,0,5,1,5,1,0,2,8,2,3,7,0,21,3,0,6,3,6,2,8,6,5,0,10,3,0,3,0,0,1,0,0,8,2,6,3,0,11,1,2,6,2,9,0,0,8,2,0,5,1,0,4
"DUP_972",0,3,2,0,0,6,1,9,10,0,7,2,3,3,0,9,0,3,5,1,0,6,0,0,1,3,1,1,0,1,6,6,6,6,0,6,1,1,1,3,7,3,3,5,3,0,12,2,0,6,0,2,1,0,0,7,5,7,6,0,14,3,5,1,0,9,3,3,4,2,0,16,5,0,2
"DUP_973",0,4,3,0,0,7,3,8,4,0,8,7,4,7,2,8,2,5,6,1,0,9,1,0,3,2,1,4,0,0,4,2,10,6,0,9,2,3,1,2,7,2,6,6,5,0,4,0,0,2,0,1,2,0,0,7,5,7,9,0,9,1,2,2,4,1,1,12,3,2,0,6,4,0,1
"DUP_976",4,7,1,0,0,0,11,7,0,0,0,3,9,0,5,15,0,6,17,0,0,0,0,0,5,1,3,2,0,0,0,14,6,0,0,0,11,11,0,1,17,0,2,11,2,1,0,1,0,4,3,5,1,0,0,0,18,4,0,0,0,7,8,0,6,18,0,4,15,0,0,0,1,0,1
"DUP_979",3,1,5,0,0,0,3,0,1,0,5,4,1,0,1,2,0,10,45,0,0,0,1,0,0,2,4,0,0,0,2,2,0,0,0,6,1,1,1,0,2,0,3,59,0,0,0,0,0,0,3,1,2,0,0,0,1,0,3,0,5,2,0,1,0,3,0,1,58,0,0,0,0,0,0
"DUP_980",0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,1,12,0,8,18,0,12,0,0,9,0,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,22,0,8,16,0,11,0,0,5,0,0,6,23,0,1,0,0,2,0,0,1,0,0,0,1,17,0,6,20,0,17
"DUP_983",0,5,7,15,10,0,0,6,5,0,1,6,1,1,9,0,27,0,0,0,0,0,0,0,2,0,5,2,10,6,0,0,6,8,0,2,3,1,3,5,0,42,0,0,0,0,0,0,0,0,1,1,9,16,8,0,0,8,8,0,0,2,1,4,8,0,26,0,0,1,0,0,0,0,1
"DUP_991",0,3,3,0,0,5,1,7,2,0,9,3,5,4,4,4,0,11,9,0,0,5,1,0,3,0,2,1,0,0,9,5,8,5,0,8,1,3,1,1,5,2,10,8,4,0,4,3,0,7,1,1,0,0,0,8,2,12,3,0,8,1,1,2,0,6,1,11,4,2,0,11,1,0,1
"DUP_994",4,2,3,0,0,0,0,2,8,0,1,18,3,0,7,4,0,5,16,1,0,0,0,0,0,3,3,2,0,0,1,0,5,13,0,1,13,1,0,11,5,4,8,10,0,0,0,0,0,0,3,2,4,0,0,1,0,2,13,0,1,16,0,0,10,8,3,6,15,0,0,0,2,0,0
"DUP_997",1,2,0,0,0,4,3,10,11,0,15,3,2,1,1,3,3,2,4,0,0,7,3,0,1,0,2,2,0,0,7,4,3,5,0,15,2,2,6,0,7,2,2,7,1,0,9,1,0,2,0,1,2,0,0,6,0,6,4,0,11,5,3,6,1,6,2,4,9,1,0,13,1,0,3
"DUP_998",0,0,2,0,1,3,4,4,6,0,8,1,5,1,0,2,1,5,5,4,0,2,0,0,3,1,8,2,0,0,7,5,8,9,0,10,3,1,2,3,4,3,5,4,4,0,4,1,0,3,3,7,3,0,1,5,3,11,7,0,12,5,6,2,0,3,2,5,8,5,0,5,1,0,1
"DUP_1000",0,0,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,17,0,19,0,0,8,0,0,9,13,1,0,0,0,0,0,0,0,2,0,0,0,18,0,4,15,0,11,0,0,6,0,0,7,15,0,3,0,0,1,0,0,0,0,0,0,0,20,0,10,16,0,13
"DUP_1001",0,41,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUP_1009",0,0,3,0,0,1,16,0,1,0,0,0,0,0,0,1,0,0,0,11,0,3,16,0,18,0,0,4,0,0,4,10,0,0,0,0,0,0,0,0,1,0,0,0,20,0,11,19,0,13,0,0,2,0,0,6,15,0,0,0,0,2,0,0,0,1,0,0,0,20,0,8,20,0,10
"DUP_1012",0,3,1,0,0,3,4,5,3,0,9,0,3,1,1,9,2,4,8,1,0,6,3,0,3,2,5,3,0,0,10,5,5,5,0,9,3,2,2,2,5,1,3,9,2,0,9,1,0,6,3,2,0,0,0,7,5,5,6,0,10,5,2,1,3,8,1,2,6,1,0,5,5,0,0
"DUP_1013",0,0,9,0,0,3,12,0,1,0,0,1,0,0,0,1,0,0,0,19,0,3,14,0,7,0,0,6,0,0,2,18,0,0,0,0,1,0,0,0,0,0,0,0,19,0,2,14,0,14,0,0,6,0,0,8,9,0,0,0,0,0,0,0,0,1,0,0,1,18,0,13,20,0,13
"DUP_1016",0,1,3,0,0,13,1,7,6,0,10,0,2,2,3,3,0,4,4,2,0,6,2,0,1,2,1,0,0,0,4,5,7,5,0,17,5,3,3,1,2,1,3,4,2,0,11,1,0,5,1,1,3,0,0,5,3,6,6,0,14,2,5,2,1,8,2,2,4,1,0,12,2,0,2
"DUP_1028",0,0,3,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,17,0,15,0,0,6,0,0,7,17,0,0,0,0,1,0,0,1,2,0,0,1,17,0,4,14,0,15,0,0,3,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,22,0,13
"DUP_1029",0,6,6,23,10,0,0,10,9,0,1,8,3,0,2,0,5,1,1,0,0,0,0,0,0,1,6,4,22,16,0,0,5,8,0,1,9,4,1,2,0,6,0,1,0,0,0,0,0,1,0,5,7,18,15,0,0,6,9,0,3,8,2,2,1,0,6,0,0,0,0,0,0,0,1
"DUP_1032",1,8,6,13,15,0,0,8,9,0,0,5,1,3,2,0,8,0,0,0,0,0,0,0,2,0,7,3,19,11,0,0,10,12,0,0,3,2,2,3,0,5,1,1,0,0,0,0,0,2,0,3,8,14,19,0,0,8,15,0,2,7,2,1,1,0,10,0,0,0,0,0,0,0,1
"DUP_1036",0,0,6,0,0,5,11,0,0,0,0,1,0,0,0,0,0,0,0,16,0,3,19,0,16,0,0,10,0,0,6,9,0,0,0,0,2,0,0,0,1,0,0,0,18,0,13,15,0,7,0,0,3,0,0,4,13,0,0,0,0,0,0,0,0,1,0,0,0,9,0,7,18,0,14
"DUP_1038",0,0,38,0,0,0,0,3,0,0,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,3,0,0,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,4,0,0,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0
"DUP_1039",0,9,6,13,18,0,0,11,12,0,0,9,1,3,1,0,10,0,0,0,0,0,0,0,2,1,1,7,18,15,0,0,8,10,0,2,7,1,4,7,0,11,0,0,0,0,0,0,0,2,0,5,4,13,14,0,0,7,11,0,4,5,1,3,2,0,8,0,0,0,0,0,0,0,2
"DUP_1040",1,0,33,0,0,0,2,0,1,0,0,1,0,0,5,4,0,0,0,18,0,0,21,0,20,1,0,52,0,0,0,0,0,0,0,0,4,0,0,1,6,0,1,0,24,0,0,30,0,19,0,0,48,0,0,0,1,0,0,0,0,2,0,0,5,1,0,0,2,5,0,0,34,0,12
"DUP_1041",0,0,2,0,0,8,11,0,1,0,0,0,0,0,0,1,0,0,0,15,0,3,13,0,12,0,0,13,0,0,4,15,0,1,0,0,1,0,0,0,1,0,0,0,20,0,2,21,0,12,0,0,4,0,0,4,13,0,1,0,0,1,0,0,0,0,0,0,1,13,0,9,11,0,13
"DUP_1042",0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUP_1048",1,16,3,0,0,0,19,6,0,1,0,2,5,0,6,11,0,5,18,1,0,0,0,0,6,2,11,2,0,0,0,15,6,0,0,0,8,8,0,2,9,0,5,11,1,0,0,0,0,4,3,17,2,0,0,0,13,6,0,0,0,4,6,0,3,14,0,5,10,2,1,0,2,0,4
"DUP_1049",5,17,9,0,0,0,13,8,0,0,3,13,19,0,15,38,2,8,33,5,1,0,0,0,10,12,21,10,0,0,0,23,15,0,0,6,19,11,0,9,40,10,7,36,4,0,0,2,0,3,4,18,8,0,0,0,22,5,0,0,7,23,14,0,4,42,7,7,29,5,2,0,1,0,10
"DUP_1050",3,17,6,0,0,0,9,1,0,1,2,14,7,0,4,20,4,1,16,1,0,0,0,0,3,3,11,8,0,0,0,10,3,0,1,1,21,14,0,6,23,9,6,27,5,0,0,1,0,4,5,26,10,0,0,0,13,3,0,0,5,22,11,0,8,19,5,7,22,3,0,0,1,0,5
"DUP_1055",0,2,1,0,0,9,2,9,6,0,14,2,2,5,0,3,1,7,4,0,0,6,2,0,2,0,1,3,0,1,4,3,5,3,0,12,1,3,2,0,7,1,3,4,2,0,8,3,0,0,1,4,1,0,0,6,4,6,6,0,14,4,7,1,3,5,0,3,5,1,0,7,2,0,1
"DUP_1056",0,4,1,0,0,2,1,1,6,0,7,1,6,0,1,5,3,2,5,4,0,8,0,0,1,0,7,2,0,0,8,3,8,5,0,16,7,7,5,2,6,2,1,5,0,0,3,3,0,2,2,3,1,0,0,8,3,3,3,0,13,5,5,1,1,5,2,2,7,2,0,6,2,0,0
"DUP_1057",2,4,1,0,0,3,1,23,6,0,6,2,4,2,0,4,0,1,3,1,0,1,2,0,1,1,2,3,0,0,4,2,24,5,0,12,2,0,3,2,5,0,2,3,0,0,5,2,0,1,1,2,2,0,0,8,0,18,6,0,8,2,2,1,1,7,1,1,1,2,0,12,1,0,3
"DUP_1058",0,1,2,0,0,4,0,5,3,0,7,0,2,1,1,3,0,3,2,0,0,7,0,0,8,1,3,1,0,0,5,3,6,4,0,13,5,5,3,1,3,0,1,4,2,0,9,3,0,11,0,6,0,0,1,5,5,11,5,0,9,3,2,0,0,6,2,3,2,3,0,12,2,0,14
"DUP_1059",0,7,0,0,0,0,0,0,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,69,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0
"DUP_1062",6,1,0,0,0,29,0,1,1,0,10,0,0,0,0,1,0,0,0,0,0,9,0,0,0,11,2,1,0,0,36,0,0,1,0,10,3,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,41,1,2,2,0,10,5,0,0,0,1,0,0,0,0,0,16,0,0,0
"DUP_1063",1,5,4,0,0,1,5,3,4,0,8,10,0,2,0,3,0,2,6,1,0,7,1,0,6,0,4,3,0,0,7,2,10,3,0,7,4,2,2,1,5,0,3,4,2,0,7,0,0,1,0,1,2,0,1,9,5,5,8,0,9,5,3,4,2,5,1,3,11,3,0,7,2,0,0
"DUP_1066",0,3,5,27,9,0,0,9,12,0,0,2,4,2,1,1,14,0,1,0,0,0,0,0,2,1,6,3,21,8,0,0,8,10,0,1,2,1,1,1,0,10,0,0,0,0,0,0,0,2,0,4,2,22,11,0,0,6,15,0,1,2,0,1,1,0,7,0,0,0,0,0,0,0,2
"DUP_1068",5,6,12,0,0,0,14,9,0,1,0,25,7,0,10,23,1,4,16,0,0,0,0,0,2,1,23,4,0,0,0,10,13,0,0,5,23,9,0,9,15,9,7,16,1,1,0,2,0,2,2,23,13,0,0,0,13,8,0,1,2,26,10,0,6,25,12,4,28,4,2,0,0,0,3
"DUP_1069",0,2,2,0,0,6,3,5,0,0,7,1,5,1,4,4,1,2,2,1,0,4,2,0,6,0,3,4,0,1,7,2,5,4,0,6,1,7,0,3,9,4,3,9,3,0,7,6,0,2,1,2,3,0,0,10,2,3,2,0,12,3,3,3,2,5,1,4,3,2,0,4,5,0,6
"DUP_1073",0,19,4,14,11,0,0,4,5,0,0,5,1,0,1,0,8,0,0,0,0,0,0,0,2,1,30,5,9,8,0,0,9,6,0,2,5,1,2,3,0,5,0,0,0,0,0,0,0,0,0,19,9,7,6,0,0,5,10,0,0,7,1,2,1,0,6,0,1,0,0,0,0,0,2
"DUP_1074",0,6,2,15,22,0,0,10,15,0,1,5,1,2,3,0,6,0,1,0,0,0,0,0,2,0,4,4,10,16,0,0,4,11,0,0,10,0,3,2,0,5,0,0,0,0,0,0,0,3,0,5,7,17,25,0,0,13,7,0,0,4,0,1,0,0,5,0,1,0,0,0,0,0,0
"DUP_1079",1,4,1,0,0,0,12,3,0,0,0,11,13,0,4,8,0,4,15,1,0,0,1,0,3,1,6,3,0,0,0,4,4,0,1,0,12,8,0,5,12,0,7,14,2,1,0,1,0,2,5,9,2,0,0,0,9,7,0,0,0,7,12,0,4,11,0,7,16,1,0,0,3,0,1
"DUP_1080",2,3,2,0,0,0,8,1,0,1,0,6,12,0,2,17,0,10,7,1,0,0,0,0,3,2,2,0,0,0,0,12,1,0,0,0,7,7,0,2,18,0,11,10,1,1,0,1,0,3,1,6,0,0,0,0,10,4,0,0,0,6,10,0,4,12,0,17,9,0,0,0,0,0,3
"DUP_1084",0,0,5,0,0,4,10,0,1,0,0,0,0,0,0,0,0,0,0,12,0,6,16,0,14,0,0,5,0,0,7,9,0,2,0,0,0,1,0,0,0,0,0,0,14,0,4,21,0,8,0,0,3,0,0,1,13,0,0,0,0,0,0,0,0,2,0,0,0,22,0,4,23,0,10
"DUP_1085",0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0
"DUP_1087",0,6,2,20,12,0,0,12,12,0,3,5,3,2,2,0,13,2,1,0,0,0,0,0,1,0,1,10,19,12,0,0,13,11,0,1,5,3,2,0,0,11,0,0,0,0,0,0,0,2,0,9,14,15,10,0,0,13,3,0,1,4,1,2,2,0,11,1,1,0,0,0,0,0,1
"DUP_1091",1,3,1,0,0,0,9,2,0,1,0,16,7,0,5,13,0,8,19,0,2,0,1,0,7,5,6,0,0,0,0,5,3,0,0,0,9,10,0,2,17,0,4,12,0,0,0,0,0,2,2,6,1,0,0,0,8,3,0,2,0,12,9,0,4,15,0,9,11,1,0,0,0,0,6
"DUP_1092",0,0,4,0,0,7,15,0,0,0,1,0,0,0,1,0,0,2,0,15,0,5,12,0,15,0,0,3,0,0,4,10,0,0,0,0,1,0,0,0,0,0,0,0,12,0,5,16,0,17,0,0,5,0,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,17,0,7,14,0,14
"DUP_1093",0,2,5,16,25,0,0,10,5,0,3,2,0,1,1,1,8,0,0,0,0,0,0,0,0,0,4,8,19,16,0,0,9,11,0,2,2,3,0,1,0,6,2,0,0,0,0,0,0,0,0,3,5,17,20,0,0,7,6,0,2,5,0,1,2,0,8,0,0,2,0,0,0,0,1
"DUP_1095",0,1,2,0,0,7,2,9,1,0,13,3,3,2,1,2,1,1,2,1,0,11,3,0,3,0,1,0,0,0,5,1,8,2,0,9,2,4,2,1,10,2,3,5,1,0,6,1,0,3,5,0,1,0,0,9,1,4,5,0,10,3,2,6,1,7,1,2,6,0,0,13,2,0,2
"DUP_1101",2,9,1,0,0,0,13,5,0,0,0,5,8,0,3,9,0,6,8,0,0,0,0,0,2,6,5,2,0,0,0,11,3,0,0,0,7,8,0,6,9,0,10,17,1,1,0,0,0,2,1,12,2,0,0,0,3,1,0,0,0,6,9,0,5,17,0,7,6,0,0,0,1,0,6
"DUP_1104",0,0,6,0,0,2,11,0,0,0,0,1,1,0,0,1,0,0,0,20,0,4,16,0,13,0,0,1,0,0,6,12,0,0,0,1,1,0,0,0,2,0,0,0,16,0,8,15,0,12,0,0,4,0,0,4,9,0,2,0,0,0,0,0,0,2,0,0,0,20,0,3,7,0,12
"DUP_1105",4,1,2,0,0,0,0,2,5,0,3,7,0,0,14,10,1,2,8,1,0,0,2,0,0,6,1,3,1,0,0,1,1,2,0,2,15,0,0,15,14,1,6,10,1,0,0,2,0,0,6,0,2,1,0,0,0,3,2,0,3,5,1,0,14,6,0,9,12,2,0,0,3,0,0
"DUP_1109",3,0,2,0,0,5,0,7,0,0,11,1,8,2,8,5,0,2,1,1,0,0,2,0,4,3,0,2,0,0,16,0,13,0,0,12,2,14,4,12,8,0,4,1,1,0,1,2,0,2,5,0,0,0,0,2,0,6,0,0,13,3,6,5,11,7,0,3,5,1,0,0,1,0,5
"DUP_1110",0,0,6,0,0,3,8,0,0,0,0,0,0,0,1,1,0,0,0,14,0,3,12,0,18,0,0,2,0,0,2,9,0,1,0,1,1,1,0,1,1,0,1,0,25,0,6,21,0,15,0,0,6,0,0,6,8,0,1,0,0,0,0,0,0,0,0,0,0,14,0,5,11,0,7
"DUP_1115",0,0,1,0,0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,18,0,14,0,0,3,0,0,5,18,0,1,0,0,1,0,0,1,0,0,0,0,13,0,5,20,0,15,0,0,5,0,0,3,11,0,0,0,0,0,1,0,2,2,0,0,0,13,0,4,21,0,9
"DUP_1118",0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,13,0,18,0,0,6,0,0,4,9,0,0,0,0,0,0,0,0,1,0,0,0,13,0,5,14,0,24,0,0,4,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,12,0,15
"DUP_1122",0,0,2,0,0,5,12,0,1,0,0,1,0,0,0,1,0,0,0,8,0,7,11,0,10,0,0,8,0,0,7,14,0,1,0,0,1,0,0,0,1,0,1,0,11,0,7,20,0,10,0,0,7,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,17,0,8,11,0,16
"DUP_1123",0,0,3,0,0,5,8,0,0,0,0,2,0,0,0,1,0,0,0,12,0,3,11,0,7,0,0,2,0,0,11,11,0,0,0,1,0,0,0,0,0,0,0,0,19,0,4,20,0,13,0,0,6,0,0,4,14,1,0,0,0,0,0,0,0,3,0,0,0,16,0,6,11,0,13
"DUP_1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0
"DUP_1126",1,0,6,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,1,13,0,2,7,0,7,0,0,7,0,0,5,19,0,0,0,0,0,0,0,0,1,0,0,0,21,0,2,11,0,10,0,0,6,0,0,3,12,0,1,0,0,0,0,0,0,0,0,0,0,24,0,5,10,0,13
"DUP_1129",0,0,5,12,13,0,0,13,16,0,1,4,0,1,2,0,12,0,1,0,0,0,0,0,2,0,1,6,17,14,0,0,12,2,0,1,6,2,1,0,0,13,0,0,0,0,0,0,0,4,0,4,1,20,11,0,0,19,7,0,2,5,5,2,2,0,7,0,0,0,0,0,0,0,8
"DUP_1135",5,17,8,0,0,0,12,6,0,1,5,17,6,0,22,32,4,8,39,3,0,0,2,0,4,1,13,6,0,0,0,11,6,0,1,3,21,11,0,17,31,1,7,41,3,0,0,2,0,7,5,19,11,0,0,0,13,7,0,0,0,13,8,0,22,25,8,5,32,1,0,0,0,0,5
"DUP_1140",2,19,8,0,0,0,14,5,0,0,10,17,5,0,12,18,7,8,15,2,0,0,1,0,6,2,27,5,0,0,0,7,5,0,1,3,21,11,0,5,25,9,7,20,1,0,0,1,0,3,2,21,13,0,0,0,9,6,0,0,6,13,5,0,6,26,12,3,15,3,0,0,0,0,2
"DUP_1141",0,0,5,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,12,0,9,0,0,4,0,0,1,9,0,1,0,0,0,1,0,0,0,0,0,0,25,0,9,17,0,12,0,0,0,0,0,3,14,0,0,0,0,1,0,0,0,0,0,0,0,20,0,4,13,0,10
"DUP_1146",0,4,3,0,0,6,2,1,5,0,12,6,3,1,1,5,3,1,4,2,0,5,0,0,2,1,1,2,0,2,8,2,8,3,0,10,5,2,1,2,8,1,3,4,1,0,4,1,0,1,0,3,1,0,1,5,1,4,8,0,12,5,2,1,1,3,0,0,3,1,0,11,2,0,1
"DUP_1149",0,0,3,0,0,6,18,0,0,0,0,1,0,0,0,1,0,0,0,7,0,4,7,0,15,0,0,5,0,0,4,13,0,1,0,1,0,0,0,0,2,0,0,0,19,0,2,15,0,12,0,0,4,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,11,0,13
"DUP_1151",1,1,3,0,0,3,0,4,3,0,11,1,2,3,1,5,0,2,1,1,0,7,1,0,2,2,2,3,0,2,2,1,4,6,0,19,0,2,4,2,4,2,3,2,0,0,11,5,0,2,0,2,1,0,0,5,3,2,9,0,13,3,4,1,0,4,1,4,7,3,0,4,2,0,1
